id,answer_1,answer_2,answer_3,result
bc24949de19c9dd734e0af2204a9f84a338c686435f775e76e65977346d4cc68,90,математика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
c7fb008562ef7c7e631ddc6c7c9ceee5d0f9ff1f9e04af3014f33740c4628b46,70,физика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
e6aae6d85f74f4a543ebf999c34be0135566c16f3f57d412939bbace010e8d33,60,информатика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
06b343e77e8211818746af3866a13728784d808992eacab76c3949c1508ad0be,80,информатика,проектная деятельность,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
99c35c7a7bd51770ad3338e53b3541996fee50234de9c79d6ad7bee171f73eca,90,математика,проектная деятельность,600be1f07b6be6ca8be64ae3a070e8ec5b142be7016febda370d51886032c3a9
2d9f4b1910878972cda580a8e4ac140bf1b17a9a1a4578aeedba7a139716877e,50,физика,решение задач,41ada4cb535596507e434ca78c418d5e44c90f4ae4c9a2b0cbaca97a57875f37
000e206aac87d7ac83b40bdc7dcdcbf3431300580047e3e2452c3096918bf30a,80,математика,решение задач,600be1f07b6be6ca8be64ae3a070e8ec5b142be7016febda370d51886032c3a9
5c3c91f7be7cb8a2a931294f9afb88370da5bd592ea2784594769e574fc66736,90,физика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
fb91bec9161ca14430795a6345d8f7771db8b061840279a53e1a6020b4c430ac,60,информатика,проектная деятельность,41ada4cb535596507e434ca78c418d5e44c90f4ae4c9a2b0cbaca97a57875f37
55ef50262594212f809d0fa497e8b7be767e47335afd4087243831f6b3c529b9,80,информатика,проектная деятельность,5bbc9e2cf2c640f64204f0ba4b70d798faf5d5d1c0cc41afec9d542b8a64dec2
6c4128f23437f677fc71f8b9a2417b06e129d55f778fd6757239712ddb30eb39,100,информатика,проектная деятельность,10d5557d9effeefeb369ed794b14389e3c6e66701dab1769c9afb766f1f089a8
e0626eccb5475de04ece68a11b093ddd5b360c18c68d9a0a50c60759e945c8a8,90,информатика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
7d9664d97a5ca3e5f19510a42fefa0e2b68150dcf75b9fdcd37e6ec578311619,50,математика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
18a41962fc4d17952af175204cadf032e4fc5ab1aadde33079ea32069bc73113,50,физика,решение задач,ea2ec9271da047f15ae4bd9e41f42e5237e40b569ddf84bfa69d28d9c7ffd69c
1fe2f642a41b81bd62ee4a962c9a68c8b68bf2772c9046adc7446d9f0f8b7e20,70,информатика,решение задач,45e964507c600963617aaaeea40006aaa81b91cd51bbf4833835a8de1963b549
833a6cffc78e20c6915f44e498e541bbd3ac4c66f7e2f36d5d23d8c00a1a5671,90,физика,проектная деятельность,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
fba9d38f7ffeb9374108fc761309bbb3b9c72dc58ea7848424c3a516760a3b69,40,информатика,проектная деятельность,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
96701d42f88bb713c5a064121bec0017fd5b9a8acee447a756d79c27b1dee391,100,информатика,решение задач,e6f06f7c68895454847195676a79e1abc4db4549b147b82f39754f593f24cd5f
b677305339aa62b7b187a070952195520d3d72d5875783c3d799db19b6ab12b9,80,математика,решение задач,bb654baf679a36186ace7bbaf1dc68698c72f9e2b55bca50da832c66f19317c0
843e09d5689c2111213953b62051d9edb8cd88bd2f5ae7f28dded12ff97bf10a,30,физика,решение задач,10d5557d9effeefeb369ed794b14389e3c6e66701dab1769c9afb766f1f089a8
5ca6434ad1689d5381250b4c6909ca5e75cc5ff7e9686cc416cf688723053c57,80,математика,проектная деятельность,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
bd14e98f89ae26337eb2b86124dd965b2045414faed8322827c0aec2846be313,80,информатика,проектная деятельность,41ada4cb535596507e434ca78c418d5e44c90f4ae4c9a2b0cbaca97a57875f37
730352f4ccd77fa9666a0196029ddb6cb334bbf947f8b4ac8be0c5a361475165,80,информатика,проектная деятельность,41ada4cb535596507e434ca78c418d5e44c90f4ae4c9a2b0cbaca97a57875f37
b9e02abb079d02f2fa9bd6b2e354058c9786af2eb9c8e0595f48aa398c7ec63e,90,математика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
3da177185c6cfe165b7dde7d3ea15f54155162c45145864ec83afe73b1399c3e,40,математика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
ee584a2b2d212b7287a3a068976a8200dee838c81fca037389c9bb99eff92364,10,физика,решение задач,f559ebd6ab3804a1c271683973e42c89497a2dd8bc576061d5afc49f3f61c5ac
3f49493f4ccde7c5ad27594e08fe0644a580d8bb2a72416acd87238f67329483,90,физика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
5e7632d31b3a75010a58b95de88fd42b7bd60ef1bcd17c71c69584c7bd097129,80,физика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
9a25defc74fc5f4c764a5ffd1edc35e9f5ce7fd4eaaba7130d58a4bfa1ed897b,60,физика,решение задач,41ada4cb535596507e434ca78c418d5e44c90f4ae4c9a2b0cbaca97a57875f37
9cde2866b1d0983c22c4dc052187cfa0b4cab2b90357237529a48cfea9da2319,90,математика,решение задач,10d5557d9effeefeb369ed794b14389e3c6e66701dab1769c9afb766f1f089a8
8ed04a1259d75d2d489a39a70c7f82149e5f1ba508e132cb79f8e231ab4ee5cb,90,физика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
a5c7d6c2f5d13f647409da3c356a22d3e8072b534f36fc4fa66ff2ea8a1f4388,100,информатика,проектная деятельность,45e964507c600963617aaaeea40006aaa81b91cd51bbf4833835a8de1963b549
7acad2642f094c9968e2ee29603d56fdce608b74e87be974630f663c6e412db2,80,физика,решение задач,10d5557d9effeefeb369ed794b14389e3c6e66701dab1769c9afb766f1f089a8
829342c97922383776c711163d90e23db81c1acc1ce53764d35d5e82a758451d,100,математика,решение задач,10d5557d9effeefeb369ed794b14389e3c6e66701dab1769c9afb766f1f089a8
5a31f66cd60ed33352f8c2d01413156a999796b43ff2e3aa4aa668d48f21aca4,80,физика,решение задач,ad0871f508d6701111aeac18f34b4afcad6e2b295f23167102e423c78bba551f
